"site","date","daily_mean_temp","daily_max_temp","daily_min_temp","daily_90th","daily_10th","daily_range_temp","daily_corrected_range_temp","gdd","cumulative_gdd"
"MI",2023-09-24,14.3807692307692,15.02,13.88,14.818,13.99,1.14,0.828000000000001,9.404,1840.546
"MI",2023-09-25,14.2977622377622,14.71,13.75,14.6,14.002,0.960000000000001,0.598000000000001,9.301,1849.847
"MI",2023-09-26,14.0611888111888,15.13,13.71,14.482,13.79,1.42,0.692000000000002,9.136,1858.983
"MI",2023-09-27,13.9399242424242,14.37,13.64,14.29,13.7,0.729999999999999,0.59,8.995,1867.978
"MI",2023-09-28,13.8735664335664,14.63,13.47,14.298,13.59,1.16,0.708,8.944,1876.922
"MI",2023-09-29,14.0244055944056,14.66,13.52,14.452,13.56,1.14,0.892000000000001,9.006,1885.928
"MI",2023-09-30,13.8632867132867,14.53,13.49,14.208,13.59,1.04,0.618,8.899,1894.827
"MI",2023-10-01,13.6992307692308,14.26,13.35,14.09,13.42,0.91,0.67,8.755,1903.582
"MI",2023-10-02,13.5972727272727,14.2,13.32,14.066,13.4,0.879999999999999,0.666,8.733,1912.315
"MI",2023-10-03,13.6718881118881,14.25,13.3,13.976,13.422,0.949999999999999,0.554,8.699,1921.014
"MI",2023-10-04,13.8070629370629,14.37,13.32,14.176,13.442,1.05,0.734000000000002,8.809,1929.823
"MI",2023-10-05,14.2696503496503,14.76,13.43,14.668,13.734,1.33,0.933999999999999,9.201,1939.024
"MI",2023-10-06,14.2144055944056,14.57,13.61,14.486,13.892,0.960000000000001,0.593999999999999,9.189,1948.213
"MI",2023-10-07,14.1165034965035,14.34,13.8,14.3,13.9,0.539999999999999,0.4,9.1,1957.313
"MI",2023-10-08,14.0225174825175,14.49,13.68,14.3,13.76,0.81,0.540000000000001,9.03,1966.343
"MI",2023-10-09,14.128041958042,14.8,13.7,14.654,13.8,1.1,0.853999999999999,9.227,1975.57
"MI",2023-10-10,13.9174825174825,14.62,13.66,14.348,13.702,0.959999999999999,0.645999999999999,9.025,1984.595
"MI",2023-10-11,13.8434265734266,14.44,13.59,14.286,13.61,0.85,0.676,8.948,1993.543
"MI",2023-10-12,13.9790909090909,14.67,13.49,14.452,13.564,1.18,0.888000000000002,9.008,2002.551
"MI",2023-10-13,13.7404195804196,14.42,13.37,14.208,13.422,1.05,0.786000000000001,8.815,2011.366
"MI",2023-10-14,13.7106474820144,14.24,13.28,14.024,13.48,0.960000000000001,0.544,8.752,2020.118
"MI",2023-10-15,13.6881118881119,14.37,13.27,14.194,13.35,1.1,0.843999999999999,8.772,2028.89
"MI",2023-10-16,13.4764335664336,13.99,13.32,13.708,13.34,0.67,0.368,8.524,2037.414
"MI",2023-10-17,13.4772340425532,14.09,13.14,13.83,13.17,0.949999999999999,0.66,8.5,2045.914
"MI",2023-10-18,13.4540559440559,13.81,13.1,13.75,13.18,0.710000000000001,0.57,8.465,2054.379
"MI",2023-10-19,13.4226573426573,13.83,13.07,13.7,13.17,0.76,0.529999999999999,8.435,2062.814
"MI",2023-10-20,13.7309090909091,14.47,13.15,14.16,13.25,1.32,0.91,8.705,2071.519
"MI",2023-10-21,13.6669230769231,14.34,13.18,14.218,13.33,1.16,0.888000000000002,8.774,2080.293
"MI",2023-10-22,13.5736363636364,13.84,13.17,13.8,13.32,0.67,0.48,8.56,2088.853
"MI",2023-10-23,13.3129370629371,13.56,13.1,13.49,13.14,0.460000000000001,0.35,8.315,2097.168
"MI",2023-10-24,13.0748571428571,13.3,12.5,13.181,12.96,0.800000000000001,0.221,8.0705,2105.2385
"MI",2023-10-25,12.9667832167832,13.27,12.61,13.166,12.73,0.66,0.436,7.948,2113.1865
"MI",2023-10-26,12.9274125874126,13.18,12.67,13.098,12.76,0.51,0.337999999999999,7.929,2121.1155
"MI",2023-10-27,12.6533566433566,12.98,11.8,12.956,12.34,1.18,0.616,7.648,2128.7635
"MI",2023-10-28,12.652027972028,12.89,11.71,12.81,12.452,1.18,0.358000000000001,7.631,2136.3945
"MI",2023-10-29,12.5306293706294,12.79,10.92,12.74,12.2,1.87,0.540000000000001,7.47,2143.8645
"MI",2023-10-30,12.5201408450704,13.05,10.49,12.86,12.214,2.56,0.645999999999999,7.537,2151.4015
"MI",2023-10-31,12.4467605633803,12.91,10.13,12.76,12.221,2.78,0.539,7.4905,2158.892
"MI",2023-11-01,12.4428682170543,12.64,11.65,12.62,12.124,0.99,0.495999999999999,7.372,2166.264
"MI",2023-11-02,12.5658536585366,12.76,12.22,12.72,12.4,0.539999999999999,0.32,7.56,2173.824
"MI",2023-11-03,12.5843971631206,12.71,12.42,12.68,12.5,0.290000000000001,0.18,7.59,2181.414
"MI",2023-11-04,12.5682706766917,12.76,12.42,12.71,12.45,0.34,0.260000000000002,7.58,2188.994
"MI",2023-11-05,12.5794117647059,12.83,12.36,12.73,12.43,0.470000000000001,0.300000000000001,7.58,2196.574
"MI",2023-11-06,12.6093846153846,12.68,12.54,12.67,12.57,0.140000000000001,0.0999999999999996,7.62,2204.194
"MI",2023-11-07,12.6402127659574,12.76,12.5,12.72,12.58,0.26,0.140000000000001,7.65,2211.844
"MI",2023-11-08,12.5643356643357,12.79,11.74,12.76,12.412,1.05,0.348000000000001,7.586,2219.43
"MI",2023-11-09,12.5264705882353,12.79,12.21,12.68,12.26,0.579999999999998,0.42,7.47,2226.9
"MI",2023-11-10,12.5575609756098,12.71,12.27,12.66,12.402,0.440000000000001,0.257999999999999,7.531,2234.431
"MI",2023-11-11,12.4959574468085,12.63,12.11,12.61,12.25,0.520000000000001,0.359999999999999,7.43,2241.861
"MI",2023-11-12,12.1652941176471,12.56,11.38,12.49,11.655,1.18,0.834999999999999,7.0725,2248.9335
"MI",2023-11-13,12.2622463768116,12.51,11.34,12.46,11.717,1.17,0.743,7.0885,2256.022
"MI",2023-11-14,11.9523776223776,12.41,10.97,12.36,11.292,1.44,1.068,6.826,2262.848
"MI",2023-11-15,11.8916083916084,12.35,10.83,12.28,11.25,1.52,1.03,6.765,2269.613
"MI",2023-11-16,11.720979020979,12.17,10.07,12.08,10.736,2.1,1.344,6.408,2276.021
"MI",2023-11-17,11.9365034965035,12.21,10.97,12.16,11.596,1.24,0.564,6.878,2282.899
"MI",2023-11-18,11.9918309859155,12.17,11.49,12.15,11.701,0.68,0.449,6.9255,2289.8245
"MI",2023-11-19,11.8898601398601,12.13,11.3,12.08,11.562,0.83,0.517999999999999,6.821,2296.6455
"MI",2023-11-20,11.7111888111888,12,10.7,11.94,11.45,1.3,0.49,6.695,2303.3405
"MI",2023-11-21,11.6813986013986,11.99,10.65,11.958,11.142,1.34,0.816000000000001,6.55,2309.8905
"MI",2023-11-22,11.706204379562,11.99,11.41,11.87,11.506,0.58,0.363999999999999,6.688,2316.5785
"MI",2023-11-23,11.4841258741259,11.8,10.85,11.618,11.28,0.950000000000001,0.337999999999999,6.449,2323.0275
"MI",2023-11-24,11.4909420289855,11.76,10.07,11.71,11.21,1.69,0.5,6.46,2329.4875
"MI",2023-11-25,11.3599290780142,11.84,10.09,11.62,11.16,1.75,0.459999999999999,6.39,2335.8775
"MI",2023-11-26,11.5692592592593,11.91,5.48,11.896,11.39,6.43,0.506,6.643,2342.5205
"MI",2023-11-27,11.4026241134752,11.75,5.19,11.74,11.23,6.56,0.51,6.485,2349.0055
"MI",2023-11-28,11.4581428571429,11.67,5.18,11.66,11.357,6.49,0.303000000000001,6.5085,2355.514
"MI",2023-11-29,11.3184210526316,11.62,5.52,11.59,11.21,6.1,0.379999999999999,6.4,2361.914
"MI",2023-11-30,11.4183076923077,11.66,10.27,11.65,11.081,1.39,0.569000000000001,6.3655,2368.2795
"MI",2023-12-01,11.3863636363636,11.66,10.22,11.64,10.922,1.44,0.718,6.281,2374.5605
"MI",2023-12-02,11.333768115942,11.7,10.79,11.69,10.987,0.91,0.702999999999999,6.3385,2380.899
"MI",2023-12-03,11.3234265734266,11.7,10.82,11.65,10.998,0.879999999999999,0.651999999999999,6.324,2387.223
"MI",2023-12-04,11.1363636363636,11.43,11,11.31,11.03,0.43,0.280000000000001,6.17,2393.393
"MI",2023-12-05,11.1326573426573,11.48,10.75,11.44,10.87,0.73,0.57,6.155,2399.548
"MI",2023-12-06,10.9541958041958,11.13,10.82,11.048,10.88,0.31,0.167999999999999,5.964,2405.512
"MI",2023-12-07,11.0243971631206,11.3,10.6,11.18,10.85,0.700000000000001,0.33,6.015,2411.527
"MI",2023-12-08,11.2293661971831,11.6,9.52,11.549,10.695,2.08,0.854000000000001,6.122,2417.649
"MI",2023-12-09,11.1456338028169,11.51,9.47,11.49,10.704,2.04,0.786,6.097,2423.746
"MI",2023-12-10,11.1262937062937,11.48,9.97,11.45,10.692,1.51,0.757999999999999,6.071,2429.817
"MI",2023-12-11,10.9976923076923,11.51,9.8,11.44,10.152,1.71,1.288,5.796,2435.613
"MI",2023-12-12,10.8354609929078,11.39,5.49,11.3,10.56,5.9,0.74,5.93,2441.543
"MI",2023-12-13,10.9145714285714,11.38,7.21,11.34,9.927,4.17,1.413,5.6335,2447.1765
"MI",2023-12-14,10.8561428571429,11.4,7.01,11.31,10.018,4.39,1.292,5.664,2452.8405
"MI",2023-12-15,10.8974100719424,11.34,8.34,11.264,10.39,3,0.873999999999999,5.827,2458.6675
"MI",2023-12-16,10.7707857142857,11.24,7.11,11.2,9.818,4.13,1.382,5.509,2464.1765
"MI",2023-12-17,10.5630147058824,11.2,9.14,11.14,9.43,2.06,1.71,5.285,2469.4615
"MI",2023-12-18,10.9069230769231,11.16,9.56,11.15,10.464,1.6,0.686,5.807,2475.2685
"MI",2023-12-19,10.9367132867133,11.2,10.24,11.158,10.472,0.959999999999999,0.686000000000002,5.815,2481.0835
"MI",2023-12-20,10.9553846153846,11.14,10.16,11.13,10.64,0.98,0.49,5.885,2486.9685
"MI",2023-12-21,10.9409160305344,11.11,10.38,11.09,10.57,0.729999999999999,0.52,5.83,2492.7985
"MI",2023-12-22,10.9055797101449,11.1,10.12,11.09,10.52,0.98,0.57,5.805,2498.6035
"MI",2023-12-23,10.3385185185185,11.09,8.96,11.05,9.316,2.13,1.734,5.183,2503.7865
"MI",2023-12-24,10.6333566433566,11.1,9.62,11.05,9.98,1.48,1.07,5.515,2509.3015
"MI",2023-12-25,10.6524475524476,11.05,9.29,11,10.112,1.76,0.888000000000002,5.556,2514.8575
"MI",2023-12-26,10.8548951048951,11.03,10.36,11,10.496,0.67,0.504,5.748,2520.6055
"MI",2023-12-27,10.7341304347826,10.98,10.42,10.94,10.53,0.56,0.41,5.735,2526.3405
"MI",2023-12-28,10.77453125,10.94,10.41,10.92,10.527,0.529999999999999,0.393000000000001,5.7235,2532.064
"MI",2023-12-29,10.7701398601399,10.93,10.42,10.89,10.54,0.51,0.350000000000001,5.715,2537.779
"MI",2023-12-30,10.8522388059701,10.92,10.64,10.9,10.773,0.279999999999999,0.127000000000001,5.8365,2543.6155
"MI",2023-12-31,10.79,10.79,10.79,10.79,10.79,0,0,5.79,2549.4055
"MI",2024-01-01,10.7592537313433,10.94,10.11,10.92,10.573,0.83,0.347,5.7465,2555.152
"MI",2024-01-02,10.707264957265,10.93,10.32,10.9,10.386,0.609999999999999,0.513999999999999,5.643,2560.795
"MI",2024-01-03,10.5505319148936,10.97,10.12,10.94,10.306,0.850000000000001,0.633999999999999,5.623,2566.418
"MI",2024-01-04,10.3775609756098,10.48,10.08,10.46,10.24,0.4,0.220000000000001,5.35,2571.768
"MI",2024-01-05,10.2608,10.44,9.92,10.44,10.06,0.52,0.379999999999999,5.25,2577.018
"MI",2024-01-06,10.145034965035,10.42,9.64,10.36,9.82,0.779999999999999,0.539999999999999,5.09,2582.108
"MI",2024-01-07,9.83802816901408,10.4,8.94,10.3,9.262,1.46,1.038,4.781,2586.889
"MI",2024-01-08,9.99048951048951,10.34,9.34,10.3,9.684,1,0.616000000000001,4.992,2591.881
"MI",2024-01-09,9.92335664335664,10.28,8.08,10.26,9.148,2.2,1.112,4.704,2596.585
"MI",2024-01-10,9.58071942446043,10.34,4.1,10.22,9.14,6.24,1.08,4.68,2601.265
"MI",2024-01-11,9.69246153846154,10.18,8.06,10.102,9.02,2.12,1.082,4.561,2605.826
"MI",2024-01-12,8.54787878787879,9.74,4.36,9.658,7.04,5.38,2.618,3.349,2609.175
"MI",2024-01-13,8.22396946564885,9.6,4.36,9.54,7.42,5.24,2.12,3.48,2612.655
"MI",2024-01-14,9.11770992366412,9.7,6.9,9.6,8.46,2.8,1.14,4.03,2616.685
"MI",2024-01-15,8.71874125874126,9.52,6.08,9.296,7.344,3.44,1.952,3.32,2620.005
"MI",2024-01-16,9.11007518796992,9.4,8.26,9.396,8.54,1.14,0.856000000000002,3.968,2623.973
"MI",2024-01-17,9.03104895104895,9.32,8.72,9.28,8.76,0.6,0.52,4.02,2627.993
"MI",2024-01-18,8.70167832167832,9.12,7.88,9.06,8.04,1.24,1.02,3.55,2631.543
"MI",2024-01-19,8.89370629370629,9.2,8.34,9.12,8.524,0.859999999999999,0.596,3.822,2635.365
"MI",2024-01-20,8.63370629370629,9.08,8.32,8.74,8.52,0.76,0.220000000000001,3.63,2638.995
"MI",2024-01-21,8.88852941176471,9.4,8.22,9.38,8.57,1.18,0.81,3.975,2642.97
"MI",2024-01-22,9.12228571428571,9.42,8.76,9.42,8.878,0.66,0.542,4.149,2647.119
"MI",2024-01-23,9.15118881118881,9.5,8.36,9.44,8.76,1.14,0.68,4.1,2651.219
"MI",2024-01-24,9.21347517730496,9.5,8.68,9.46,8.82,0.82,0.640000000000001,4.14,2655.359
"MI",2024-01-25,9.28167832167832,9.5,8.88,9.46,9.02,0.619999999999999,0.440000000000001,4.24,2659.599
"MI",2024-01-26,9.24111888111888,9.48,8.76,9.48,8.92,0.720000000000001,0.56,4.2,2663.799
"MI",2024-01-27,9.34765957446809,9.52,8.9,9.5,9.24,0.619999999999999,0.26,4.37,2668.169
"MI",2024-01-28,9.38225352112676,9.56,9.24,9.5,9.28,0.32,0.220000000000001,4.39,2672.559
"MI",2024-01-29,9.42093023255814,9.58,9.28,9.5,9.36,0.300000000000001,0.140000000000001,4.43,2676.989
"MI",2024-01-30,9.42857142857143,9.6,9.34,9.48,9.36,0.26,0.120000000000001,4.42,2681.409
"MI",2024-01-31,9.51846153846154,9.62,9.4,9.58,9.44,0.219999999999999,0.140000000000001,4.51,2685.919
"MI",2024-02-01,9.47926470588235,9.64,9.38,9.58,9.4,0.26,0.18,4.49,2690.409
"MI",2024-02-02,9.52307692307692,9.64,9.38,9.58,9.46,0.26,0.119999999999999,4.52,2694.929
"MI",2024-02-03,9.55214285714286,9.66,9.5,9.6,9.5,0.16,0.0999999999999996,4.55,2699.479
"MI",2024-02-04,9.40741258741259,9.56,9.2,9.52,9.28,0.360000000000001,0.24,4.4,2703.879
"MI",2024-02-05,9.25706293706294,9.38,9.12,9.32,9.18,0.260000000000002,0.140000000000001,4.25,2708.129
"MI",2024-02-06,9.12188405797101,9.38,8.46,9.32,8.94,0.92,0.380000000000001,4.13,2712.259
"MI",2024-02-07,9.03594405594406,9.26,8.62,9.22,8.78,0.640000000000001,0.440000000000001,4,2716.259
"MI",2024-02-08,9.0793006993007,9.26,8.56,9.22,8.904,0.699999999999999,0.316000000000001,4.062,2720.321
"MI",2024-02-09,8.98913043478261,9.36,4.28,9.26,8.58,5.08,0.68,3.92,2724.241
"MI",2024-02-10,9.09622377622378,9.32,8.4,9.28,8.768,0.92,0.511999999999999,4.024,2728.265
"MI",2024-02-11,9.20643356643357,9.32,8.56,9.28,9.08,0.76,0.199999999999999,4.18,2732.445
"MI",2024-02-12,9.24084507042254,9.32,9.12,9.28,9.18,0.200000000000001,0.0999999999999996,4.23,2736.675
"MI",2024-02-13,9.20363636363636,9.42,8.98,9.336,9.06,0.44,0.276,4.198,2740.873
"MI",2024-02-14,9.0758041958042,9.26,8.56,9.22,8.864,0.699999999999999,0.356,4.042,2744.915
"MI",2024-02-15,8.94183098591549,9.2,8.46,9.138,8.6,0.739999999999998,0.538,3.869,2748.784
"MI",2024-02-16,8.87692307692308,9.16,8.66,9.1,8.72,0.5,0.379999999999999,3.91,2752.694
"MI",2024-02-17,8.71692307692308,9.1,8.46,8.876,8.54,0.639999999999999,0.336000000000002,3.708,2756.402
"MI",2024-02-18,8.90601398601399,9.1,8.7,9.016,8.84,0.4,0.176,3.928,2760.33
"MI",2024-02-19,8.8193006993007,9.06,8.54,9.04,8.62,0.520000000000001,0.42,3.83,2764.16
"MI",2024-02-20,8.94811594202899,9.02,8.72,9,8.9,0.299999999999999,0.0999999999999996,3.95,2768.11
"MI",2024-02-21,8.99958762886598,9.02,8.96,9.02,8.98,0.0599999999999987,0.0399999999999991,4,2772.11
"MI",2024-02-22,9.09203007518797,9.32,8.92,9.24,9,0.4,0.24,4.12,2776.23
"MI",2024-02-23,9.13815384615385,9.42,8.9,9.36,8.998,0.52,0.362,4.179,2780.409
"MI",2024-02-24,9.0995,9.24,8.94,9.16,9.06,0.300000000000001,0.0999999999999996,4.11,2784.519
"MI",2024-02-25,9.09383458646617,9.22,8.88,9.176,9.04,0.34,0.136000000000001,4.108,2788.627
"MI",2024-02-26,8.99748251748252,9.14,8.74,9.1,8.8,0.4,0.299999999999999,3.95,2792.577
"MI",2024-02-27,8.93020979020979,9.1,8.68,9.06,8.728,0.42,0.332000000000001,3.894,2796.471
"MI",2024-02-28,8.98347826086957,9.08,8.76,9.046,8.908,0.32,0.137999999999998,3.977,2800.448
"MI",2024-02-29,9.0151048951049,9.12,8.9,9.1,8.94,0.219999999999999,0.16,4.02,2804.468
"MI",2024-03-01,8.872,9.06,8.58,9.04,8.64,0.48,0.399999999999999,3.84,2808.308
"MI",2024-03-02,8.80405594405594,9.14,8.14,9.08,8.244,1,0.836,3.662,2811.97
"MI",2024-03-03,8.6165034965035,9,8.12,8.94,8.268,0.880000000000001,0.671999999999999,3.604,2815.574
"MI",2024-03-04,8.70461538461539,9,8.24,8.94,8.44,0.76,0.5,3.69,2819.264
"MI",2024-03-05,8.36657342657343,8.96,7.8,8.76,8.08,1.16,0.68,3.42,2822.684
"MI",2024-03-06,8.37678321678322,8.96,7.46,8.76,7.868,1.5,0.891999999999999,3.314,2825.998
"MI",2024-03-07,8.46293706293706,8.84,7.22,8.8,7.712,1.62,1.088,3.256,2829.254
"MI",2024-03-08,8.71120567375887,8.88,8.06,8.86,8.48,0.82,0.379999999999999,3.67,2832.924
"MI",2024-03-09,8.81384615384615,8.96,8.5,8.936,8.64,0.460000000000001,0.295999999999999,3.788,2836.712
"MI",2024-03-10,8.81372262773723,8.94,8.68,8.88,8.7,0.26,0.180000000000001,3.79,2840.502
"MI",2024-03-11,8.81212121212121,8.96,8.66,8.94,8.7,0.300000000000001,0.24,3.82,2844.322
"MI",2024-03-12,8.86783216783217,9.02,8.68,8.94,8.78,0.34,0.16,3.86,2848.182
"MI",2024-03-13,8.91943262411348,9.48,8.62,9.26,8.68,0.860000000000001,0.58,3.97,2852.152
"MI",2024-03-14,9.06865671641791,10.34,8.62,9.874,8.846,1.72,1.028,4.36,2856.512
"MI",2024-03-15,9.36239436619718,11.2,8.94,10.408,9,2.26,1.408,4.704,2861.216
"MI",2024-03-16,9.2048951048951,9.84,8.98,9.5,9,0.859999999999999,0.5,4.25,2865.466
"MI",2024-03-17,9.41228571428571,10.94,9.02,10.002,9.02,1.92,0.982000000000001,4.511,2869.977
"MI",2024-03-18,10.0426573426573,12.1,9.08,11.536,9.124,3.02,2.412,5.33,2875.307
"MI",2024-03-19,9.74797202797203,10.26,9.34,10.1,9.5,0.92,0.6,4.8,2880.107
"MI",2024-03-20,9.5034965034965,10.1,9.24,9.856,9.284,0.859999999999999,0.572000000000001,4.57,2884.677
"MI",2024-03-21,9.82228571428571,10.48,9.4,10.202,9.42,1.08,0.782,4.811,2889.488
"MI",2024-03-22,10.0671328671329,11.16,9.34,10.976,9.38,1.82,1.596,5.178,2894.666
"MI",2024-03-23,9.94615384615385,10.88,9.4,10.62,9.44,1.48,1.18,5.03,2899.696
"MI",2024-03-24,9.7620979020979,10.32,9.46,10.02,9.56,0.859999999999999,0.459999999999999,4.79,2904.486
"MI",2024-03-25,9.41090909090909,9.82,9.18,9.7,9.22,0.640000000000001,0.479999999999999,4.46,2908.946
"MI",2024-03-26,9.4006993006993,10.04,9.12,9.796,9.14,0.92,0.656000000000001,4.468,2913.414
"MI",2024-03-27,9.59314685314685,10.16,9.26,10.04,9.28,0.9,0.76,4.66,2918.074
"MI",2024-03-28,9.49154929577465,10.2,9.2,9.958,9.24,1,0.718,4.599,2922.673
"MI",2024-03-29,9.74391608391608,10.9,9.24,10.616,9.3,1.66,1.316,4.958,2927.631
"MI",2024-03-30,9.97958041958042,11.38,9.3,10.792,9.32,2.08,1.472,5.056,2932.687
"MI",2024-03-31,9.99832167832168,11.28,9.36,11.12,9.44,1.92,1.68,5.28,2937.967
"MI",2024-04-01,10.0827972027972,11.76,9.34,10.672,9.46,2.42,1.212,5.066,2943.033
"MI",2024-04-02,9.79244755244755,10.4,9.18,10.14,9.268,1.22,0.872,4.704,2947.737
"MI",2024-04-03,9.58188405797102,10.88,9.12,10.65,9.2,1.76,1.45,4.925,2952.662
"MI",2024-04-04,10.0097902097902,10.74,9.2,10.56,9.48,1.54,1.08,5.02,2957.682
"MI",2024-04-05,9.64235294117647,9.86,9.44,9.79,9.52,0.42,0.27,4.655,2962.337
"MI",2024-04-06,9.47776223776224,9.66,9.28,9.6,9.324,0.380000000000001,0.276,4.462,2966.799
"MI",2024-04-07,9.50111888111888,9.76,9.36,9.72,9.38,0.4,0.34,4.55,2971.349
"MI",2024-04-08,9.44881118881119,9.74,9.32,9.64,9.34,0.42,0.300000000000001,4.49,2975.839
"MI",2024-04-09,9.72671328671329,11.74,9.18,10.332,9.3,2.56,1.032,4.816,2980.655
"MI",2024-04-10,10.0307692307692,13.94,9.22,10.932,9.32,4.72,1.612,5.126,2985.781
"MI",2024-04-11,9.85090909090909,11.92,9.24,10.748,9.3,2.68,1.448,5.024,2990.805
"MI",2024-04-12,10.120979020979,14.12,9.28,12.376,9.364,4.84,3.012,5.87,2996.675
"MI",2024-04-13,10.3626573426573,13.08,9.42,12.108,9.644,3.66,2.464,5.876,3002.551
"MI",2024-04-14,10.160979020979,11.76,9.46,11,9.48,2.3,1.52,5.24,3007.791
"MI",2024-04-15,9.64937062937063,10.52,9.34,10.136,9.42,1.18,0.716000000000001,4.778,3012.569
"MI",2024-04-16,10.0991608391608,11.4,9.32,11.16,9.34,2.08,1.82,5.25,3017.819
"MI",2024-04-17,10.5991608391608,11.84,9.66,11.416,9.844,2.18,1.572,5.63,3023.449
"MI",2024-04-18,10.9509090909091,11.82,10.14,11.5,10.34,1.68,1.16,5.92,3029.369
"MI",2024-04-19,10.8039160839161,11.92,9.92,11.768,10.02,2,1.748,5.894,3035.263
"MI",2024-04-20,10.3369230769231,11.62,10,10.836,10.04,1.62,0.796000000000001,5.438,3040.701
"MI",2024-04-21,10.1634965034965,11.08,9.74,10.62,9.84,1.34,0.779999999999999,5.23,3045.931
"MI",2024-04-22,10.7734265734266,11.36,9.82,11.2,10.364,1.54,0.836,5.782,3051.713
"MI",2024-04-23,10.8388811188811,12.24,10,11.436,10.3,2.24,1.136,5.868,3057.581
"MI",2024-04-24,10.3227972027972,11.16,9.8,10.716,9.96,1.36,0.756,5.338,3062.919
"MI",2024-04-25,10.3423776223776,11.56,9.7,11.332,9.804,1.86,1.528,5.568,3068.487
"MI",2024-04-26,10.5816901408451,12.72,9.7,12.038,9.84,3.02,2.198,5.939,3074.426
"MI",2024-04-27,10.219020979021,11.4,9.74,10.936,9.76,1.66,1.176,5.348,3079.774
"MI",2024-04-28,10.106013986014,11.82,9.64,11.156,9.68,2.18,1.476,5.418,3085.192
"MI",2024-04-29,10.6153846153846,13.08,9.68,12.232,9.78,3.4,2.452,6.006,3091.198
"MI",2024-04-30,10.5265734265734,11.98,9.8,11.688,9.904,2.18,1.784,5.796,3096.994
"MI",2024-05-01,10.5406993006993,11.4,9.96,11.04,10.1,1.44,0.94,5.57,3102.564
"MI",2024-05-02,11.328951048951,12.7,9.84,12.452,10.064,2.86,2.388,6.258,3108.822
"MI",2024-05-03,10.9731468531469,11.98,10.04,11.42,10.508,1.94,0.912000000000001,5.964,3114.786
"MI",2024-05-04,10.8125352112676,12.76,9.72,12.02,9.982,3.04,2.038,6.001,3120.787
"MI",2024-05-05,10.1544055944056,10.44,9.74,10.38,9.904,0.699999999999999,0.476000000000001,5.142,3125.929
"MI",2024-05-06,9.97832167832168,10.56,9.64,10.2,9.76,0.92,0.44,4.98,3130.909
"MI",2024-05-07,10.6685106382979,13.62,9.66,11.9,9.74,3.96,2.16,5.82,3136.729
"MI",2024-05-08,11.1466666666667,18.34,9.88,12.52,10.04,8.46,2.48,6.28,3143.009
"MI",2024-05-09,11.963309352518,19.66,10.04,14.152,10.576,9.62,3.576,7.364,3150.373
"MI",2024-05-10,11.22256,14.82,10.12,12.404,10.428,4.7,1.976,6.416,3156.789
"MI",2024-05-11,11.861897810219,21.5,10.28,14.1,10.424,11.22,3.67600000000001,7.262,3164.051
"MI",2024-05-12,12.2742647058824,17.86,10.46,16.72,10.61,7.4,6.11,8.665,3172.716
"MI",2024-05-13,12.1483098591549,15.66,10.56,14.494,10.842,5.1,3.652,7.668,3180.384
"MI",2024-05-14,13.3692957746479,16.96,10.94,16.266,11.18,6.02,5.086,8.723,3189.107
"MI",2024-05-15,12.2885314685315,13.8,11.06,13.636,11.288,2.74,2.348,7.462,3196.569
"MI",2024-05-16,11.3282517482517,12.26,10.64,11.82,10.86,1.62,0.960000000000001,6.34,3202.909
"MI",2024-05-17,11.207972027972,12.36,10.26,11.916,10.46,2.1,1.456,6.188,3209.097
"MI",2024-05-18,11.8237762237762,12.88,10.62,12.72,11.004,2.26,1.716,6.862,3215.959
"MI",2024-05-19,12.1303496503497,14.08,10.82,13.312,11.304,3.26,2.008,7.308,3223.267
"MI",2024-05-20,11.5876595744681,13.58,10.68,12.76,11,2.9,1.76,6.88,3230.147
"MI",2024-05-21,11.0744055944056,11.7,10.64,11.6,10.76,1.06,0.84,6.18,3236.327
"MI",2024-05-22,11.4265734265734,13.44,10.34,12.66,10.38,3.1,2.28,6.52,3242.847
"MI",2024-05-23,11.2451748251748,13.5,10.38,12.24,10.6,3.12,1.64,6.42,3249.267
"MI",2024-05-24,11.3051748251748,12.78,10.36,12.608,10.62,2.42,1.988,6.614,3255.881
"MI",2024-05-25,11.1004195804196,16.4,10.22,12.844,10.38,6.18,2.464,6.612,3262.493
"MI",2024-05-26,10.9518881118881,13.24,10.38,12.152,10.46,2.86,1.692,6.306,3268.799
"MI",2024-05-27,11.7684285714286,18.98,10.48,13.634,10.578,8.5,3.056,7.106,3275.905
"MI",2024-05-28,11.581958041958,14.12,10.52,12.888,10.62,3.6,2.268,6.754,3282.659
"MI",2024-05-29,11.2748251748252,13.68,10.6,12.212,10.74,3.08,1.472,6.476,3289.135
"MI",2024-05-30,12.0313286713287,14.3,10.78,13.772,11.06,3.52,2.712,7.416,3296.551
"MI",2024-05-31,12.4476595744681,15.1,10.78,14.74,11.18,4.32,3.56,7.96,3304.511
"MI",2024-06-01,12.3060992907801,13.68,10.74,13.36,11.04,2.94,2.32,7.2,3311.711
"MI",2024-06-02,11.6837762237762,12.84,10.76,12.22,11.344,2.08,0.876000000000001,6.782,3318.493
"MI",2024-06-03,11.1816783216783,12.64,10.54,12.352,10.62,2.1,1.732,6.486,3324.979
"MI",2024-06-04,11.0265734265734,11.88,10.42,11.716,10.54,1.46,1.176,6.128,3331.107
"MI",2024-06-05,12.0428358208955,22.02,10.46,14.32,10.606,11.56,3.714,7.463,3338.57
