"site","date","daily_mean_temp","daily_max_temp","daily_min_temp","daily_90th","daily_10th","daily_range_temp","daily_corrected_range_temp","gdd","cumulative_gdd"
"GH",2023-10-15,13.8656643356643,14.55,12.32,14.51,12.8,2.23,1.71,8.655,2241.044
"GH",2023-10-16,13.7711188811189,15.75,10.69,14.58,11.254,5.06,3.326,7.917,2248.961
"GH",2023-10-17,13.656524822695,14.41,11.15,14.39,12.53,3.26,1.86,8.46,2257.421
"GH",2023-10-18,13.9443065693431,22.32,10.32,15.042,11.194,12,3.848,8.118,2265.539
"GH",2023-10-19,14.4507857142857,17.11,10.05,15.714,13.681,7.06,2.033,9.6975,2275.2365
"GH",2023-10-20,14.5594405594406,16.63,11.47,15.646,13.128,5.16,2.518,9.387,2284.6235
"GH",2023-10-21,14.1275,16.84,10.57,16.09,11.318,6.27,4.772,8.704,2293.3275
"GH",2023-10-22,14.7830281690141,18.56,12.49,17.86,12.852,6.07,5.008,10.356,2303.6835
"GH",2023-10-23,13.0182142857143,14.7,11.05,13.98,11.25,3.65,2.73,7.615,2311.2985
"GH",2023-10-24,11.3155,13.43,8.24,13.21,8.42,5.19,4.79,5.815,2317.1135
"GH",2023-10-25,10.0530882352941,13.21,4.12,12.53,5.605,9.09,6.925,4.0675,2321.181
"GH",2023-10-26,9.93050420168067,12.53,4.04,12.17,4.758,8.49,7.412,3.464,2324.645
"GH",2023-10-27,9.93367346938775,12.53,4.06,12,5.871,8.47,6.129,3.9355,2328.5805
"GH",2023-10-28,9.85534090909091,12.05,4.19,11.81,6.321,7.86,5.489,4.0655,2332.646
"GH",2023-10-29,9.14529411764706,12.22,4.25,11.694,5.12,7.97,6.574,3.407,2336.053
"GH",2023-10-30,9.13257575757576,12.15,4.04,11.49,4.905,8.11,6.585,3.1975,2339.2505
"GH",2023-10-31,9.38607692307692,12.36,5.57,11.2,6.808,6.79,4.392,4.004,2343.2545
"GH",2023-11-01,10.2492253521127,12.27,6.86,11,8.979,5.41,2.021,4.9895,2348.244
"GH",2023-11-02,11.9302797202797,13.62,10.88,12.6,11.15,2.74,1.45,6.875,2355.119
"GH",2023-11-03,12.0581118881119,15.22,9.71,13.538,10.474,5.51,3.064,7.006,2362.125
"GH",2023-11-04,12.9018881118881,15.27,11,14.9,12,4.27,2.9,8.45,2370.575
"GH",2023-11-05,12.3364788732394,13.14,10.54,12.99,11.005,2.6,1.985,6.9975,2377.5725
"GH",2023-11-06,11.8399300699301,12.7,9.93,12.34,10.25,2.77,2.09,6.295,2383.8675
"GH",2023-11-07,11.1839160839161,13.4,9.44,12.11,10.176,3.96,1.934,6.143,2390.0105
"GH",2023-11-08,10.6353956834532,16.72,6.66,14.094,6.956,10.06,7.138,5.525,2395.5355
"GH",2023-11-09,9.42210144927536,11.86,5.67,11.449,5.97,6.19,5.479,3.7095,2399.245
"GH",2023-11-10,10.1207092198582,11.59,7.07,11.37,7.72,4.52,3.65,4.545,2403.79
"GH",2023-11-11,10.8504255319149,12.29,8.67,11.78,9.04,3.62,2.74,5.41,2409.2
"GH",2023-11-12,10.2644055944056,11.59,8.05,11.31,8.34,3.54,2.97,4.825,2414.025
"GH",2023-11-13,9.00455882352941,11.59,4.01,11.36,4.935,7.58,6.425,3.1475,2417.1725
"GH",2023-11-14,9.52729166666667,11.35,4.06,11.05,6.36,7.29,4.69,3.705,2420.8775
"GH",2023-11-15,8.71730158730159,11.37,4.01,10.945,4.945,7.36,6,2.945,2423.8225
"GH",2023-11-16,8.31545454545454,11.25,4.09,10.64,4.615,7.16,6.025,2.6275,2426.45
"GH",2023-11-17,8.77949275362319,11.18,4.14,10.816,6.241,7.04,4.575,3.5285,2429.9785
"GH",2023-11-18,9.55631205673759,11.08,5.8,10.54,8.79,5.28,1.75,4.665,2434.6435
"GH",2023-11-19,8.81915492957746,10.52,4.58,10.12,5.64,5.94,4.48,2.88,2437.5235
"GH",2023-11-20,8.65008064516129,11.35,4.06,10.32,5.785,7.29,4.535,3.0525,2440.576
"GH",2023-11-21,9.15859259259259,12.63,4.01,12.154,5.28,8.62,6.874,3.717,2444.293
"GH",2023-11-22,9.49192857142857,13.38,7.29,11.917,7.765,6.09,4.152,4.841,2449.134
"GH",2023-11-23,8.27981818181818,10.96,4.04,10.105,4.56,6.92,5.545,2.3325,2451.4665
"GH",2023-11-24,8.27822222222222,10.12,4.06,9.683,5.207,6.06,4.476,2.445,2453.9115
"GH",2023-11-25,7.99,10.08,4.35,9.394,5.054,5.73,4.34,2.224,2456.1355
"GH",2023-11-26,7.86086021505376,9.93,4.01,9.34,4.962,5.92,4.378,2.151,2458.2865
"GH",2023-11-27,8.24678571428571,9.85,4.12,9.48,6.505,5.73,2.975,2.9925,2461.279
"GH",2023-11-28,8.13901234567901,9.61,4.14,9.19,6.86,5.47,2.33,3.025,2464.304
"GH",2023-11-29,7.54344827586207,9.21,4.01,8.59,6.34,5.2,2.25,2.465,2466.769
"GH",2023-11-30,6.91525547445255,8.77,4.19,8.46,5.54,4.58,2.92,2,2468.769
"GH",2023-12-01,8.15811188811189,9.53,5.41,9.196,7.37,4.12,1.826,3.283,2472.052
"GH",2023-12-02,8.37464788732394,9.78,6.84,8.97,6.993,2.94,1.977,2.9815,2475.0335
"GH",2023-12-03,8.31671328671329,9.61,6.08,9.44,6.966,3.53,2.474,3.203,2478.2365
"GH",2023-12-04,9.22755244755245,12.41,6.51,9.996,7.696,5.9,2.3,3.846,2482.0825
"GH",2023-12-05,10.2888405797101,12.44,8.89,12.011,9.88,3.55,2.131,5.9455,2488.028
"GH",2023-12-06,9.63699300699301,10.59,8.87,10.12,9.016,1.72,1.104,4.568,2492.596
"GH",2023-12-07,8.83608391608392,10.88,6.89,9.66,7.62,3.99,2.04,3.64,2496.236
"GH",2023-12-08,7.79255813953488,9.8,4.32,9.2,5.044,5.48,4.156,2.122,2498.358
"GH",2023-12-09,7.52285714285714,9.98,4.14,9.242,4.347,5.84,4.895,1.7945,2500.1525
"GH",2023-12-10,9.50328671328671,10.76,8.44,10.144,8.674,2.32,1.47,4.409,2504.5615
"GH",2023-12-11,8.5131914893617,10.08,5.46,9.61,7.29,4.62,2.32,3.45,2508.0115
"GH",2023-12-12,7.87241134751773,10.3,4.84,9.51,5.59,5.46,3.92,2.55,2510.5615
"GH",2023-12-13,8.33113475177305,10.25,5.59,9.83,6.13,4.66,3.7,2.98,2513.5415
"GH",2023-12-14,9.26167832167832,10.03,7.49,9.9,8.496,2.54,1.404,4.198,2517.7395
"GH",2023-12-15,8.40609929078014,10.27,4.14,10.12,5.36,6.13,4.76,2.74,2520.4795
"GH",2023-12-16,7.6848905109489,9.93,4.06,9.642,4.25,5.87,5.392,1.946,2522.4255
"GH",2023-12-17,8.13202898550725,11.59,4.32,9.46,6.581,7.27,2.879,3.0205,2525.446
"GH",2023-12-18,8.69482517482517,9.56,6.08,9.39,7.574,3.48,1.816,3.482,2528.928
"GH",2023-12-19,9.24657342657343,11.49,6.33,10.246,8.41,5.16,1.836,4.328,2533.256
"GH",2023-12-20,9.42834532374101,14.65,5.69,12.116,6.35,8.96,5.766,4.233,2537.489
"GH",2023-12-21,9.41846153846154,10.93,8.27,9.796,8.746,2.66,1.05,4.271,2541.76
"GH",2023-12-22,8.93767605633803,10.47,5.69,9.73,6.818,4.78,2.912,3.274,2545.034
"GH",2023-12-23,7.88519607843137,9.71,4.12,9.09,5.163,5.59,3.927,2.1265,2547.1605
"GH",2023-12-24,7.551328125,9.71,4.66,8.79,6.094,5.05,2.696,2.442,2549.6025
"GH",2023-12-25,8.74048951048951,9.88,7.57,9.63,7.72,2.31,1.91,3.675,2553.2775
"GH",2023-12-26,8.7258041958042,9.63,7.79,9.384,8.054,1.84,1.33,3.719,2556.9965
"GH",2023-12-27,9.19795774647887,10.98,8.42,9.678,8.495,2.56,1.183,4.0865,2561.083
"GH",2023-12-28,9.69888111888112,10.34,9.21,10.096,9.26,1.13,0.836,4.678,2565.761
"GH",2023-12-29,9.78804195804196,10.12,9.56,10.03,9.61,0.559999999999999,0.42,4.82,2570.581
"GH",2023-12-30,9.39748251748252,10.37,6.69,10.37,7.13,3.68,3.24,3.75,2574.331
"GH",2023-12-31,7.32,7.32,7.32,7.32,7.32,0,0,2.32,2576.651
"GH",2024-01-10,6.11846153846154,7.08,4.36,7.028,4.824,2.72,2.204,0.926,2577.577
"GH",2024-01-11,6.42457142857143,8.08,4.14,7.66,4.98,3.94,2.68,1.32,2578.897
"GH",2024-01-12,5.91621621621622,7.72,4,7.282,4.806,3.72,2.476,1.044,2579.941
"GH",2024-01-13,5.14863636363636,6.76,4.02,6.56,4.1,2.74,2.46,0.33,2580.271
"GH",2024-01-14,5.311,6.66,4.04,6.542,4.248,2.62,2.294,0.395,2580.666
"GH",2024-01-15,4.72708333333333,6.34,4.02,5.39,4.218,2.32,1.172,0,2580.666
"GH",2024-01-16,4.58173913043478,6.26,4.08,5.37,4.16,2.18,1.21,0,2580.666
"GH",2024-01-17,5.35792452830189,7.48,4.04,6.29,4.68,3.44,1.61,0.484999999999999,2581.151
"GH",2024-01-18,4.8225,6.1,4.06,5.306,4.342,2.04,0.964,0,2581.151
"GH",2024-01-19,5.83666666666667,10.08,4.02,8.528,4.184,6.06,4.344,1.356,2582.507
"GH",2024-01-20,6.56208333333333,10.46,4.64,9.602,4.926,5.82,4.676,2.264,2584.771
"GH",2024-01-21,7.66482269503546,10.42,6.32,9.56,6.36,4.1,3.2,2.96,2587.731
"GH",2024-01-22,8.10986111111111,9.92,7.34,9.582,7.44,2.58,2.142,3.511,2591.242
"GH",2024-01-23,7.91347222222222,9.76,6.98,8.614,7.158,2.78,1.456,2.886,2594.128
"GH",2024-01-24,8.45472222222222,9.94,7.88,9.228,7.96,2.06,1.268,3.594,2597.722
"GH",2024-01-25,8.71513888888889,9.48,8.26,9.174,8.38,1.22,0.793999999999999,3.777,2601.499
"GH",2024-01-26,9.16972222222222,11.18,8.14,10.868,8.52,3.04,2.348,4.694,2606.193
"GH",2024-01-27,10.0699300699301,13.06,8.9,12.3,9,4.16,3.3,5.65,2611.843
"GH",2024-01-28,10.8917482517483,14.08,9.58,13.38,9.76,4.5,3.62,6.57,2618.413
"GH",2024-01-29,10.5509722222222,14.42,9.56,11.774,9.84,4.86,1.934,5.807,2624.22
"GH",2024-01-30,10.7309722222222,13.38,10.02,11.414,10.1,3.36,1.314,5.757,2629.977
"GH",2024-01-31,10.7043055555556,11.72,10.22,11.02,10.36,1.5,0.66,5.69,2635.667
"GH",2024-02-01,10.79625,13.24,9.8,11.564,10.386,3.44,1.178,5.975,2641.642
"GH",2024-02-02,10.4640559440559,13.12,8.34,11.38,9.84,4.78,1.54,5.61,2647.252
"GH",2024-02-03,9.88475524475525,12.98,8.26,11.32,8.832,4.72,2.488,5.076,2652.328
"GH",2024-02-04,9.18416666666667,11.5,8.02,10.802,8.272,3.48,2.53,4.537,2656.865
"GH",2024-02-05,8.86305555555556,10.3,7.28,10.088,8.046,3.02,2.042,4.067,2660.932
"GH",2024-02-06,9.11,10.38,4.64,10.116,7.5,5.74,2.616,3.808,2664.74
"GH",2024-02-07,8.9273381294964,11.18,4.1,10.44,5.36,7.08,5.08,2.9,2667.64
"GH",2024-02-08,8.93594405594406,10.38,6.28,10.288,6.984,4.1,3.304,3.636,2671.276
"GH",2024-02-09,8.39248226950355,10.52,5.76,10.24,5.88,4.76,4.36,3.06,2674.336
"GH",2024-02-10,8.61404255319149,10.68,4.24,10.3,4.6,6.44,5.7,2.45,2676.786
"GH",2024-02-11,9.34055555555556,10.32,7.54,10.294,7.906,2.78,2.388,4.1,2680.886
"GH",2024-02-12,8.69319444444444,10.44,4.22,10.24,5.284,6.22,4.956,2.762,2683.648
"GH",2024-02-13,8.30191176470588,12.54,4.16,10.08,4.69,8.38,5.39,2.385,2686.033
"GH",2024-02-14,8.10271186440678,9.78,4.12,9.426,4.908,5.66,4.518,2.167,2688.2
"GH",2024-02-15,7.30608,10.26,4,8.112,5.92,6.26,2.192,2.016,2690.216
"GH",2024-02-16,6.91594202898551,8.62,4.18,8.126,5.52,4.44,2.606,1.823,2692.039
"GH",2024-02-17,6.63111111111111,7.84,5.06,7.388,5.832,2.78,1.556,1.61,2693.649
"GH",2024-02-18,8.15416666666667,11.52,6.5,11.008,6.806,5.02,4.202,3.907,2697.556
"GH",2024-02-19,8.34347222222222,12.28,7.2,10.834,7.38,5.08,3.454,4.107,2701.663
"GH",2024-02-20,8.83333333333333,11.6,7.76,10.236,7.826,3.84,2.41,4.031,2705.694
"GH",2024-02-21,9.08138888888889,10.08,8.48,9.668,8.54,1.6,1.128,4.104,2709.798
"GH",2024-02-22,8.86549295774648,11.18,5.12,10.098,7.342,6.06,2.756,3.72,2713.518
"GH",2024-02-23,8.42408450704225,11.3,4.02,10.06,5.266,7.28,4.794,2.663,2716.181
"GH",2024-02-24,9.16486111111111,10.04,7.6,9.84,8.08,2.44,1.76,3.96,2720.141
"GH",2024-02-25,8.6248951048951,10.1,4.9,9.92,5.764,5.2,4.156,2.842,2722.983
"GH",2024-02-26,7.60552380952381,9.4,4.02,8.984,4.424,5.38,4.56,1.704,2724.687
"GH",2024-02-27,7.68632352941176,8.84,4.04,8.72,4.99,4.8,3.73,1.855,2726.542
"GH",2024-02-28,8.90708333333333,10.36,6.32,9.642,7.22,4.04,2.422,3.431,2729.973
"GH",2024-02-29,7.9569465648855,9.36,4.02,9.2,5.1,5.34,4.1,2.15,2732.123
"GH",2024-03-01,7.62032786885246,8.8,4.08,8.32,6.466,4.72,1.854,2.393,2734.516
"GH",2024-03-02,7.11057142857143,10.06,4.04,7.902,6.138,6.02,1.764,2.02,2736.536
"GH",2024-03-03,6.74971830985915,8.2,4.56,7.656,5.442,3.64,2.214,1.549,2738.085
"GH",2024-03-04,5.96787878787879,6.84,4.7,6.704,5.216,2.14,1.488,0.96,2739.045
"GH",2024-03-05,6.98111888111888,9.66,4.4,8.916,5.244,5.26,3.672,2.08,2741.125
"GH",2024-03-06,6.74638888888889,9.02,4.48,8.33,5.004,4.54,3.326,1.667,2742.792
"GH",2024-03-07,7.73889763779528,11.14,4.2,9.7,4.988,6.94,4.712,2.344,2745.136
"GH",2024-03-08,8.20979020979021,11.62,4.2,10.556,4.748,7.42,5.808,2.652,2747.788
"GH",2024-03-09,8.29097222222222,9.76,6.38,9.074,6.85,3.38,2.224,2.962,2750.75
"GH",2024-03-10,7.91652173913043,9.62,5.3,8.906,5.468,4.32,3.438,2.187,2752.937
"GH",2024-03-11,7.96291666666667,9.18,5.54,8.928,5.92,3.64,3.008,2.424,2755.361
"GH",2024-03-12,7.89712230215827,10.64,4.22,9.288,5.108,6.42,4.18,2.198,2757.559
"GH",2024-03-13,8.15916083916084,11.34,4.18,10.14,5.228,7.16,4.912,2.684,2760.243
"GH",2024-03-14,9.28869565217391,16.3,5.76,12.926,6.06,10.54,6.866,4.493,2764.736
"GH",2024-03-15,11.3552517985612,20.32,6.88,18.972,8.46,13.44,10.512,8.716,2773.452
"GH",2024-03-16,12.8724637681159,24.6,7.9,23.16,8.594,16.7,14.566,10.877,2784.329
"GH",2024-03-17,11.7454545454545,15.76,8.14,14.64,9.3,7.62,5.34,6.97,2791.299
"GH",2024-03-18,12.287972027972,17.82,10.32,15.984,10.544,7.5,5.44,8.264,2799.563
"GH",2024-03-19,11.1811188811189,12.74,9.58,11.996,10.464,3.16,1.532,6.23,2805.793
"GH",2024-03-20,10.5915277777778,12.36,7.8,11.3,9.286,4.56,2.014,5.293,2811.086
"GH",2024-03-21,10.7683333333333,12.62,8.14,12.188,9.16,4.48,3.028,5.674,2816.76
"GH",2024-03-22,10.7579166666667,12.94,9,11.856,9.328,3.94,2.528,5.592,2822.352
"GH",2024-03-23,10.3327777777778,12.26,7.72,11.374,8.286,4.54,3.088,4.83,2827.182
"GH",2024-03-24,10.727972027972,13.94,8.52,11.968,8.96,5.42,3.008,5.464,2832.646
"GH",2024-03-25,10.4235211267606,12.28,7.74,11.536,8.13,4.54,3.406,4.833,2837.479
"GH",2024-03-26,10.2365714285714,13.84,7.14,12.044,7.58,6.7,4.464,4.812,2842.291
"GH",2024-03-27,10.6672857142857,13.66,6.62,11.946,7.998,7.04,3.948,4.972,2847.263
"GH",2024-03-28,9.79305555555556,11.34,7.06,11.02,7.706,4.28,3.314,4.363,2851.626
"GH",2024-03-29,10.3807142857143,15.9,6.58,12.062,8.08,9.32,3.982,5.071,2856.697
"GH",2024-03-30,11.1915328467153,17.52,7.56,14.448,8.108,9.96,6.34,6.278,2862.975
"GH",2024-03-31,12.2635971223022,18.58,7.8,16.916,9.536,10.78,7.38,8.226,2871.201
"GH",2024-04-01,12.5,16.98,10.34,15.16,11.08,6.64,4.08,8.12,2879.321
"GH",2024-04-02,11.9825174825175,14.72,9.36,13.872,11.132,5.36,2.74,7.502,2886.823
"GH",2024-04-03,10.7552447552448,13.6,6.08,12.836,8.752,7.52,4.084,5.794,2892.617
"GH",2024-04-04,10.7292857142857,15.38,5.06,13.88,7.732,10.32,6.148,5.806,2898.423
"GH",2024-04-05,11.0911111111111,16.08,4.04,14.16,6.96,12.04,7.2,5.56,2903.983
"GH",2024-04-06,10.3275177304965,13.02,6.28,12.16,7.08,6.74,5.08,4.62,2908.603
"GH",2024-04-07,10.3312857142857,14.68,7.4,12.024,7.636,7.28,4.388,4.83,2913.433
"GH",2024-04-08,10.3811111111111,11.4,7.9,11.36,8.386,3.5,2.974,4.873,2918.306
"GH",2024-04-09,10.5972262773723,14.1,5.52,12.14,8.036,8.58,4.104,5.088,2923.394
"GH",2024-04-10,10.4791176470588,14.5,5.94,12.95,7.05,8.56,5.9,5,2928.394
"GH",2024-04-11,10.768345323741,13.34,8.32,11.888,8.78,5.02,3.108,5.334,2933.728
"GH",2024-04-12,11.9115942028986,16.18,9.64,13.798,9.862,6.54,3.936,6.83,2940.558
"GH",2024-04-13,13.0772463768116,18.72,7.56,16.48,10.414,11.16,6.066,8.447,2949.005
"GH",2024-04-14,12.199020979021,13.8,8.38,13.256,10.404,5.42,2.852,6.83,2955.835
"GH",2024-04-15,11.2794405594406,14.06,7.46,12.704,9.692,6.6,3.012,6.198,2962.033
"GH",2024-04-16,11.3598601398601,14.68,5.48,14.008,8.068,9.2,5.94,6.038,2968.071
"GH",2024-04-17,12.2631007751938,17.24,4.1,16.38,6.444,13.14,9.936,6.412,2974.483
"GH",2024-04-18,12.4492063492063,17.56,4.12,16.76,6.95,13.44,9.81,6.855,2981.338
"GH",2024-04-19,12.4706569343066,20.54,5.22,18.596,5.712,15.32,12.884,7.154,2988.492
"GH",2024-04-20,10.7552112676056,12.98,6.34,12.276,7.224,6.64,5.052,4.75,2993.242
"GH",2024-04-21,11.3903597122302,18.2,7.56,13.764,8.056,10.64,5.708,5.91,2999.152
"GH",2024-04-22,11.3567142857143,17.34,5.22,14.718,6.326,12.12,8.392,5.522,3004.674
"GH",2024-04-23,12.0142647058824,17.6,7.1,15.05,8.28,10.5,6.77,6.665,3011.339
"GH",2024-04-24,12.0915492957746,14.62,10.34,13.278,10.668,4.28,2.61,6.973,3018.312
"GH",2024-04-25,11.2656944444444,13.46,9.76,12.216,10.152,3.7,2.064,6.184,3024.496
"GH",2024-04-26,12.2254929577465,16.36,10.36,14.234,10.64,6,3.594,7.437,3031.933
"GH",2024-04-27,12.3622222222222,12.6,12.14,12.52,12.188,0.459999999999999,0.332000000000001,7.354,3039.287
"GH",2024-05-08,13.7552542372881,17.28,10.78,15.748,10.948,6.5,4.8,8.348,3047.635
"GH",2024-05-09,14.6335,25.02,8.42,21.91,10.488,16.6,11.422,11.199,3058.834
"GH",2024-05-10,15.5553982300885,29.88,11.36,25.124,12.256,18.52,12.868,13.69,3072.524
"GH",2024-05-11,16.430962962963,25.46,11.52,23.3,12.172,13.94,11.128,12.736,3085.26
"GH",2024-05-12,16.0911594202899,22.12,11.78,20.874,12.85,10.34,8.024,11.862,3097.122
"GH",2024-05-13,15.3025714285714,19.08,10.36,17.644,13.484,8.72,4.16,10.564,3107.686
"GH",2024-05-14,16.2352941176471,22.62,10.08,21.62,12.85,12.54,8.77,12.235,3119.921
"GH",2024-05-15,14.4941843971631,17.56,11.3,16.7,11.66,6.26,5.04,9.18,3129.101
"GH",2024-05-16,13.7214184397163,16.32,10.7,15.18,10.9,5.62,4.28,8.04,3137.141
"GH",2024-05-17,13.1765151515152,20.84,9.04,17.018,9.24,11.8,7.778,8.129,3145.27
"GH",2024-05-18,12.9801550387597,17.92,8.62,15.844,9.336,9.3,6.508,7.59,3152.86
"GH",2024-05-19,13.0008955223881,19.72,6.46,16.934,7.386,13.26,9.548,7.16,3160.02
"GH",2024-05-20,13.2245588235294,18.64,8.64,16.54,8.98,10,7.56,7.76,3167.78
"GH",2024-05-21,12.0519718309859,14.06,10.44,12.978,10.722,3.62,2.256,6.85,3174.63
"GH",2024-05-22,12.8358518518519,20.14,8.86,15.872,9.336,11.28,6.536,7.604,3182.234
"GH",2024-05-23,13.4382945736434,19.14,10.34,16.924,10.788,8.8,6.136,8.856,3191.09
"GH",2024-05-24,12.6438571428571,15.34,10.16,13.85,10.956,5.18,2.894,7.403,3198.493
"GH",2024-05-25,12.2285714285714,17.76,9.38,13.96,9.9,8.38,4.06,6.93,3205.423
"GH",2024-05-26,12.1449635036496,17.02,9.82,13.42,10.784,7.2,2.636,7.102,3212.525
"GH",2024-05-27,14.4865693430657,25.78,10.26,22.068,11.604,15.52,10.464,11.836,3224.361
"GH",2024-05-28,13.640303030303,24.16,9.6,15.378,12.084,14.56,3.294,8.731,3233.092
"GH",2024-05-29,14.7195238095238,22.56,9.5,19.68,10.81,13.06,8.87,10.245,3243.337
"GH",2024-05-30,15.2902857142857,21.4,8.86,20.23,9.512,12.54,10.718,9.871,3253.208
"GH",2024-05-31,15.5864233576642,23.7,7.98,22.788,10.168,15.72,12.62,11.478,3264.686
"GH",2024-06-01,14.5082857142857,20.08,10.48,18.484,10.898,9.6,7.586,9.691,3274.377
"GH",2024-06-02,12.754965034965,14.24,11.6,13.78,11.78,2.64,2,7.78,3282.157
"GH",2024-06-03,12.2293617021277,15.06,9.88,13.48,10.16,5.18,3.32,6.82,3288.977
"GH",2024-06-04,13.3575,18.18,11.84,16.34,12.03,6.34,4.31,9.185,3298.162
"GH",2024-06-05,13.9578125,20.6,8.36,16.316,9.378,12.24,6.938,7.847,3306.009
"GH",2024-06-06,15.3968181818182,22.62,10.14,19.324,11.384,12.48,7.94,10.354,3316.363
"GH",2024-06-07,17.0152459016393,28.36,10.16,24.56,12.746,18.2,11.814,13.653,3330.016
"GH",2024-06-08,15.8345454545455,21.94,11.74,19.64,12.544,10.2,7.096,11.092,3341.108
"GH",2024-06-09,14.4975539568345,18.36,11.34,16.184,11.668,7.02,4.516,8.926,3350.034
"GH",2024-06-10,15.3932307692308,27.72,10.52,19.13,11.758,17.2,7.37200000000003,10.444,3360.478
"GH",2024-06-11,15.5875757575758,21.38,10.3,19.658,12.968,11.08,6.69,11.313,3371.791
"GH",2024-06-12,15.706231884058,20.78,10.36,20.186,10.802,10.42,9.384,10.494,3382.285
"GH",2024-06-13,15.0551824817518,20.2,9.62,18.66,10.04,10.58,8.62,9.35,3391.635
"GH",2024-06-14,13.5456060606061,20.2,7.38,18.284,8.46,12.82,9.824,8.372,3400.007
"GH",2024-06-15,13.3502564102564,22.2,8.52,18.12,8.984,13.68,9.136,8.552,3408.559
"GH",2024-06-16,14.2461313868613,24,6.26,20.64,7.38,17.74,13.26,9.01,3417.569
"GH",2024-06-17,14.8844927536232,19.94,11.56,18.766,11.78,8.38,6.986,10.273,3427.842
"GH",2024-06-18,15.1086956521739,20.54,10.78,18.366,11.034,9.76,7.332,9.7,3437.542
"GH",2024-06-19,15.7687692307692,24.4,8.34,20.066,9.494,16.06,10.572,9.78,3447.322
"GH",2024-06-20,16.2348091603053,22.44,11.5,20.26,12.02,10.94,8.24,11.14,3458.462
"GH",2024-06-21,14.7821582733813,19.08,12.14,16.824,12.536,6.94,4.288,9.68,3468.142
"GH",2024-06-22,14.4428787878788,21.7,11.8,16.196,12.542,9.9,3.654,9.369,3477.511
"GH",2024-06-23,14.7408130081301,23.4,11.28,19.684,12.084,12.12,7.6,10.884,3488.395
"GH",2024-06-24,16.5009230769231,26.6,12.2,25.294,13.02,14.4,12.274,14.157,3502.552
"GH",2024-06-25,17.2414925373134,27.2,13.26,25.268,13.878,13.94,11.39,14.573,3517.125
"GH",2024-06-26,15.0964788732394,19.08,12.1,17.228,13.302,6.98,3.926,10.265,3527.39
"GH",2024-06-27,16.2248120300752,25.14,12.32,23.388,12.892,12.82,10.496,13.14,3540.53
"GH",2024-06-28,16.9591044776119,25.46,12.78,23.33,13.086,12.68,10.244,13.208,3553.738
"GH",2024-06-29,16.225401459854,22.24,11.5,20.408,12.4,10.74,8.008,11.404,3565.142
"GH",2024-06-30,17.8922627737226,26.28,14.26,24.62,14.9,12.02,9.72,14.76,3579.902
"GH",2024-07-01,18.1096402877698,25.02,15.08,23.824,15.2,9.94,8.624,14.512,3594.414
"GH",2024-07-02,16.4930496453901,21.84,13.38,19.9,13.54,8.46,6.36,11.72,3606.134
"GH",2024-07-03,16.7264748201439,23.66,13.18,21.88,13.448,10.48,8.432,12.664,3618.798
"GH",2024-07-04,17.9487407407407,25.1,13.1,23.744,13.48,12,10.264,13.612,3632.41
"GH",2024-07-05,18.6713846153846,28.92,13.22,23.942,14.334,15.7,9.608,14.138,3646.548
"GH",2024-07-06,18.0358139534884,29.78,13.06,23.696,14.26,16.72,9.436,13.978,3660.526
"GH",2024-07-07,17.73008,29.98,12.52,22.448,14.728,17.46,7.72000000000001,13.588,3674.114
"GH",2024-07-08,17.9481300813008,29.52,13.74,21.292,15.3,15.78,5.992,13.296,3687.41
"GH",2024-07-09,19.4861764705882,29.48,15.16,27.86,15.96,14.32,11.9,16.91,3704.32
"GH",2024-07-10,18.1497674418605,26.64,15.08,20.14,16.24,11.56,3.9,13.19,3717.51
"GH",2024-07-11,17.9939436619718,23.2,13.72,21.998,15.274,9.48,6.724,13.636,3731.146
"GH",2024-07-12,16.9402962962963,22.98,13.18,21.104,13.892,9.8,7.212,12.498,3743.644
"GH",2024-07-13,18.8309489051095,28.9,13.8,28.012,14.044,15.1,13.968,16.028,3759.672
"GH",2024-07-14,16.3891304347826,21.1,12.26,20.426,12.95,8.84,7.476,11.688,3771.36
"GH",2024-07-15,17.43765625,28.08,13.38,24.18,13.654,14.7,10.526,13.917,3785.277
"GH",2024-07-16,18.2786153846154,29.94,13.72,26.31,13.82,16.22,12.49,15.065,3800.342
"GH",2024-07-17,16.736690647482,24.62,11.9,22.312,13.724,12.72,8.588,13.018,3813.36
"GH",2024-07-18,16.086231884058,24.7,12.26,23.594,13.374,12.44,10.22,13.484,3826.844
"GH",2024-07-19,17.2744285714286,23.54,13.02,22.246,14.1,10.52,8.146,13.173,3840.017
"GH",2024-07-20,18.2587786259542,27.12,14.5,23.1,14.8,12.62,8.3,13.95,3853.967
"GH",2024-07-21,16.9711428571429,19.98,14.84,19.022,15.178,5.14,3.844,12.1,3866.067
"GH",2024-07-22,16.746015037594,23.7,13,20.104,14.308,10.7,5.796,12.206,3878.273
"GH",2024-07-23,16.9473913043478,24.76,12.94,23.548,13.62,11.82,9.928,13.584,3891.857
"GH",2024-07-24,16.1899259259259,22.44,13.02,19.912,13.868,9.42,6.044,11.89,3903.747
"GH",2024-07-25,16.305037037037,23.5,12.56,22.08,13.388,10.94,8.692,12.734,3916.481
"GH",2024-07-26,16.9077697841727,23.36,13,22.708,13.572,10.36,9.136,13.14,3929.621
"GH",2024-07-27,16.9452173913043,25.88,13.18,21.956,13.482,12.7,8.474,12.719,3942.34
